Time Sent,Campaign Name,Total Sent,Open Rate,Industry Standard Open Rate,Total Unique Opens,Mobile Open Rate,Desktop Open Rate,Click Through Rate,Industry Standard Click Through Rate,Total Unique Clicks,Bounce Rate,Total Bounces,Unsubscribe Rate,Total Unsubscribes,Customer List,Discount
"Sat, Apr 12, 2014 3:51 PM",Discount1April2014,4497,37.20%,39.41%,1385,9.10%,90.90%,0.20%,9.78%,3,17.20%,772,0.20%,7,Master,0.5
"Tue, May 3, 2016 4:57 PM",PromotionMay2016,82,79.30%,39.41%,65,42.80%,57.20%,1.50%,9.78%,1,0.00%,0,0.00%,0,Customer Rewards Program Member,
"Sun, May 22, 2016 2:15 PM",Discount4May2016,3908,25.90%,39.41%,926,66.60%,33.40%,0.20%,9.78%,2,8.60%,335,0.10%,1,Master,0.75
"Wed, Feb 25, 2015 5:50 PM",Discount1February2015,4418,29.90%,39.41%,1059,29.40%,70.60%,0.20%,9.78%,2,19.90%,878,0.00%,0,Master,0.75
"Tue, Nov 10, 2015 11:28 AM",AwarenessNovember2015,3907,18.50%,39.41%,672,54.20%,45.80%,1.50%,9.78%,10,7.00%,272,0.10%,2,Master,
"Wed, Mar 18, 2015 2:46 PM",Discount1March2015,4436,31.80%,39.41%,1132,16.70%,83.30%,0.20%,9.78%,2,19.70%,874,0.20%,8,Master,0.75
"Sun, Dec 6, 2015 6:42 PM",DiscountDecember2015,3900,31.70%,39.41%,1147,64.00%,36.00%,0.10%,9.78%,1,7.30%,286,0.10%,2,Master,0.75
"Fri, Aug 11, 2017 11:08 AM",Discount3August2017,2,50.00%,39.41%,1,8.30%,91.70%,0.00%,9.78%,0,0.00%,0,0.00%,0,Customer Rewards Program Member,0.75
"Tue, Oct 10, 2017 1:34 PM",Awareness1October2017,149,78.90%,39.41%,116,56.40%,43.60%,62.90%,9.78%,73,1.30%,2,0.00%,0,Customer Rewards Program Member,
"Tue, Oct 25, 2016 10:09 AM",PromotionOctober2016,3821,18.90%,39.41%,647,60.00%,40.00%,5.10%,9.78%,33,10.60%,404,0.10%,3,Master,
"Fri, Aug 7, 2015 1:17 PM",Discount2August2015,434,40.60%,39.41%,176,56.90%,43.10%,0.00%,9.78%,0,0.00%,0,0.00%,0,Target Demographic,0.75
"Fri, Dec 15, 2017 3:50 PM",Discount2December2017,53,22.60%,39.41%,12,34.10%,65.90%,0.00%,9.78%,0,0.00%,0,0.00%,0,Customer Rewards Program Member,0.75
"Tue, Sep 12, 2017 10:01 PM",Awareness1September2017,148,84.10%,39.41%,122,66.10%,33.90%,72.10%,9.78%,88,2.00%,3,0.00%,0,Customer Rewards Program Member,
"Fri, Jan 9, 2015 7:03 PM",Discount1January2015,4377,26.20%,39.41%,915,37.50%,62.50%,0.00%,9.78%,0,20.10%,878,0.10%,3,Master,0.3
"Tue, Sep 26, 2017 4:47 PM",Promotion4September2017,3940,25.80%,39.41%,893,62.00%,38.00%,1.20%,9.78%,11,12.20%,481,0.10%,3,Master,
"Tue, Sep 29, 2015 4:11 PM",PromotionSeptember2015,195,76.60%,39.41%,147,46.70%,53.30%,2.00%,9.78%,3,1.50%,3,0.00%,0,Customer Rewards Program Member,
"Fri, Jul 18, 2014 3:41 PM",Discount4July2014,101,69.30%,39.41%,70,50.00%,50.00%,0.00%,9.78%,0,0.00%,0,0.00%,0,Target Demographic,0.75
"Fri, Jul 18, 2014 5:40 PM",Discount4July2014,306,41.40%,39.41%,121,0.00%,100.00%,0.00%,9.78%,0,4.60%,14,0.30%,1,Target Demographic,0.75
"Fri, Jun 23, 2017 5:59 AM",Discount4June2017,53,38.00%,39.41%,19,42.40%,57.60%,0.00%,9.78%,0,5.70%,3,0.00%,0,Customer Rewards Program Member,0.75
"Fri, Jun 27, 2014 3:42 PM",Discount5June2014,4028,28.50%,39.41%,939,16.70%,83.30%,0.00%,9.78%,0,18.30%,738,0.20%,9,Master,0.75
"Wed, Apr 15, 2015 9:48 AM",Promotion1April2015,4445,25.70%,39.41%,931,38.30%,61.70%,17.10%,9.78%,159,18.70%,829,0.10%,1,Master,
"Wed, Apr 15, 2015 9:51 PM",Awareness1April2015,4309,31.10%,39.41%,1100,36.60%,63.40%,5.50%,9.78%,61,17.90%,772,0.20%,7,Master,
"Wed, Apr 2, 2014 2:46 PM",PromotionApril2014,3649,35.70%,39.41%,1066,66.70%,33.30%,0.00%,9.78%,0,18.30%,667,0.10%,3,Master,
"Wed, Apr 25, 2018 8:11 PM",Promotion4June2018,118,82.10%,39.41%,96,69.00%,31.00%,45.80%,9.78%,44,0.80%,1,0.00%,0,Target Demographic,
"Wed, Aug 10, 2016 6:09 PM",AwarenessAugust2016,250,71.70%,39.41%,175,57.80%,42.20%,12.00%,9.78%,21,2.40%,6,0.00%,0,Customer Rewards Program Member,
"Wed, Aug 12, 2015 1:28 PM",Awareness1August2015,20,42.10%,39.41%,8,79.30%,20.70%,12.50%,9.78%,1,5.00%,1,0.00%,0,Customer Rewards Program Member,
"Mon, Apr 21, 2014 4:27 PM",Discount4April2014,3627,31.50%,39.41%,932,0.00%,100.00%,0.00%,9.78%,0,18.50%,670,0.10%,5,Master,0.75
"Mon, Apr 6, 2015 7:53 AM",DiscountApril2015,9,66.70%,39.41%,6,0.00%,0.00%,0.00%,9.78%,0,0.00%,0,0.00%,0,Customer Rewards Program Member,0.75
"Wed, Aug 20, 2014 2:42 PM",Promotion2August2014,203,73.90%,39.41%,147,0.00%,100.00%,19.70%,9.78%,29,2.00%,4,0.00%,0,Customer Rewards Program Member,
"Wed, Aug 20, 2014 5:12 PM",Awareness1August2014,195,82.20%,39.41%,157,0.00%,100.00%,38.90%,9.78%,61,2.10%,4,0.00%,0,Customer Rewards Program Member,
"Mon, Aug 3, 2015 2:31 PM",DiscountAugust2015,428,46.10%,39.41%,196,47.70%,52.30%,0.00%,9.78%,0,0.70%,3,0.00%,0,Target Demographic,0.75
"Mon, Dec 25, 2017 1:57 PM",Discount4December2017,53,32.10%,39.41%,17,51.40%,48.60%,0.00%,9.78%,0,0.00%,0,0.00%,0,Customer Rewards Program Member,0.75
"Wed, Feb 21, 2018 3:34 PM",Promotion1February2018,222,68.20%,39.41%,148,62.80%,37.20%,26.40%,9.78%,39,2.30%,5,0.00%,0,Customer Rewards Program Member,
"Mon, Jul 14, 2014 1:19 PM",Discount2July2014,28,64.30%,39.41%,18,0.00%,0.00%,0.00%,9.78%,0,0.00%,0,0.00%,0,Customer Rewards Program Member,0.75
"Wed, Feb 4, 2015 12:43 PM",PromotionFebruary2015,240,71.90%,39.41%,169,25.00%,75.00%,3.60%,9.78%,6,2.10%,5,0.00%,0,Customer Rewards Program Member,
"Mon, Jul 21, 2014 10:44 AM",Discount5July2014,79,59.20%,39.41%,45,0.00%,0.00%,0.00%,9.78%,0,3.80%,3,0.00%,0,Customer Rewards Program Member,0.75
"Mon, Jul 21, 2014 10:49 AM",Discount5July2014,446,39.40%,39.41%,170,0.00%,0.00%,0.00%,9.78%,0,3.40%,15,0.00%,0,Target Demographic,0.4
"Mon, Jun 2, 2014 11:26 AM",DiscountJune2014,4036,25.60%,39.41%,847,33.30%,66.70%,0.00%,9.78%,0,18.00%,728,0.30%,11,Master,0.75
"Mon, May 5, 2014 3:08 PM",Discount2May2014,24,58.30%,39.41%,14,0.00%,0.00%,0.00%,9.78%,0,0.00%,0,0.00%,0,Customer Rewards Program Member,0.4
"Wed, Jan 24, 2018 2:07 PM",Promotion4January2018,3908,25.40%,39.41%,961,52.90%,47.10%,10.90%,9.78%,105,3.10%,121,0.10%,5,Master,
"Wed, Jan 25, 2017 8:33 PM",Promotion3January2017,189,71.70%,39.41%,134,52.10%,47.90%,73.10%,9.78%,98,1.10%,2,0.00%,0,Target Demographic,
"Wed, Jan 3, 2018 6:18 PM",AwarenessJanuary2018,29,72.40%,39.41%,21,41.80%,58.20%,19.00%,9.78%,4,0.00%,0,0.00%,0,Customer Rewards Program Member,
"Sun, Jun 15, 2014 10:01 AM",Discount4June2014,31,71.00%,39.41%,22,0.00%,0.00%,0.00%,9.78%,0,0.00%,0,0.00%,0,Customer Rewards Program Member,0.75
"Wed, Jul 12, 2017 8:22 AM",Promotion1July2017,100,76.00%,39.41%,73,55.20%,44.80%,50.70%,9.78%,37,4.00%,4,0.00%,0,Target Demographic,
"Wed, Jul 15, 2015 10:31 AM",Promotion1July2015,4438,25.20%,39.41%,910,53.60%,46.40%,1.20%,9.78%,11,18.70%,829,0.10%,4,Master,
"Thu, Aug 6, 2015 1:30 PM",Discount1August2015,16,31.30%,39.41%,5,60.00%,40.00%,0.00%,9.78%,0,0.00%,0,0.00%,0,Customer Rewards Program Member,0.75
"Thu, Aug 7, 2014 9:36 AM",DiscountAugust2014,115,45.00%,39.41%,49,0.00%,0.00%,0.00%,9.78%,0,5.20%,6,0.00%,0,Target Demographic,0.75
"Thu, Feb 11, 2016 4:13 PM",Discount3August2016,231,65.70%,39.41%,151,64.00%,36.00%,0.00%,9.78%,0,0.40%,1,0.00%,0,Customer Rewards Program Member,0.75
"Thu, Jul 10, 2014 4:16 PM",Discount1July2014,83,45.90%,39.41%,34,0.00%,0.00%,0.00%,9.78%,0,10.80%,9,0.00%,0,Customer Rewards Program Member,0.75
"Thu, Jul 23, 2015 3:21 PM",Discount3July2015,2,100.00%,39.41%,2,50.00%,50.00%,0.00%,9.78%,0,0.00%,0,0.00%,0,Customer Rewards Program Member,0.3
"Wed, Jul 5, 2017 5:01 PM",PromotionJuly2017,100,72.40%,39.41%,71,64.40%,35.60%,53.50%,9.78%,38,2.00%,2,0.00%,0,Customer Rewards Program Member,
"Thu, Jun 19, 2014 9:10 AM",Discount4June2014,4004,23.80%,39.41%,780,25.00%,75.00%,0.00%,9.78%,0,18.30%,733,0.10%,4,Master,0.75
"Thu, Jun 5, 2014 6:59 PM",Discount2June2014,29,62.10%,39.41%,18,0.00%,0.00%,0.00%,9.78%,0,0.00%,0,0.00%,0,Customer Rewards Program Member,0.75
"Wed, Jun 14, 2017 8:08 AM",Promotion1June2017,160,69.40%,39.41%,109,59.80%,40.20%,54.10%,9.78%,59,1.90%,3,0.00%,0,Target Demographic,
"Thu, May 21, 2015 6:54 PM",Discount4May2015,77,66.20%,39.41%,51,33.30%,66.70%,0.00%,9.78%,0,0.00%,0,0.00%,0,Customer Rewards Program Member,0.75
"Wed, Jun 18, 2014 2:36 PM",Promotion3June2014,97,77.30%,39.41%,75,0.00%,0.00%,5.30%,9.78%,4,0.00%,0,0.00%,0,Customer Rewards Program Member,
"Wed, Jun 24, 2015 4:23 PM",Awareness1June2015,5,80.00%,39.41%,4,49.20%,50.80%,50.00%,9.78%,2,0.00%,0,0.00%,0,Customer Rewards Program Member,
"Wed, Jun 24, 2015 8:32 AM",Promotion2June2015,4318,27.90%,39.41%,974,58.50%,41.50%,10.60%,9.78%,103,19.20%,828,0.20%,9,Master,
"Wed, Jun 29, 2016 5:44 PM",Promotion2June2016,3942,24.00%,39.41%,858,64.30%,35.70%,4.30%,9.78%,37,9.20%,361,0.10%,4,Master,
"Thu, May 29, 2014 6:13 PM",Discount10May2014,4061,44.50%,39.41%,1483,25.00%,75.00%,0.00%,9.78%,0,17.90%,727,0.20%,9,Master,0.75
"Wed, Mar 15, 2017 3:56 PM",AwarenessMarch2017,228,64.20%,39.41%,145,56.70%,43.30%,7.60%,9.78%,11,0.90%,2,0.00%,0,Customer Rewards Program Member,
"Thu, Sep 1, 2016 12:49 PM",DiscountSeptember2016,3839,24.00%,39.41%,830,58.90%,41.10%,0.00%,9.78%,0,9.80%,376,0.10%,5,Master,0.75
"Thu, Sep 25, 2014 8:37 AM",Discount1September2014,52,76.60%,39.41%,36,0.00%,100.00%,0.00%,9.78%,0,9.60%,5,0.00%,0,Customer Rewards Program Member,0.75
"Wed, Mar 18, 2015 4:22 PM",Promotion1March2015,265,71.20%,39.41%,183,21.10%,78.90%,8.20%,9.78%,15,3.00%,8,0.00%,0,Customer Rewards Program Member,
"Wed, Mar 19, 2014 12:51 PM",AwarenessMarch2014,4456,40.40%,39.41%,1490,14.30%,85.70%,6.40%,9.78%,96,17.10%,764,0.10%,2,Master,
"Wed, Mar 26, 2014 5:49 PM",Awareness1March2014,238,81.50%,39.41%,189,0.00%,100.00%,27.50%,9.78%,52,2.50%,6,0.00%,0,Customer Rewards Program Member,
"Thu, Sep 28, 2017 2:16 PM",Discount5September2017,48,41.30%,39.41%,19,41.70%,58.30%,0.00%,9.78%,0,4.20%,2,0.00%,0,Customer Rewards Program Member,0.75
"Tue, Apr 22, 2014 2:19 PM",Discount6April2014,80,77.60%,39.41%,59,0.00%,0.00%,0.00%,9.78%,0,5.00%,4,0.00%,0,Customer Rewards Program Member,0.75
"Wed, Mar 30, 2016 9:37 AM",Promotion2March2016,3919,21.00%,39.41%,756,56.10%,43.90%,2.60%,9.78%,20,8.10%,318,0.20%,6,Master,
"Wed, Mar 9, 2016 11:43 AM",AwarenessMarch2016,291,67.10%,39.41%,192,54.90%,45.10%,9.40%,9.78%,18,1.70%,5,0.00%,0,Target Demographic,
"Tue, Feb 2, 2016 2:45 PM",DiscountFebruary2016,66,43.90%,39.41%,29,70.70%,29.30%,0.00%,9.78%,0,0.00%,0,0.00%,0,Customer Rewards Program Member,0.75
"Tue, Feb 4, 2014 4:19 PM",DiscountFebruary2014,322,42.40%,39.41%,132,0.00%,100.00%,0.00%,9.78%,0,3.40%,11,0.60%,2,Target Demographic,0.75
"Wed, Mar 9, 2016 4:15 PM",Promotion1March2016,63,62.30%,39.41%,38,57.10%,42.90%,0.00%,9.78%,0,3.20%,2,0.00%,0,Customer Rewards Program Member,
"Tue, Jul 22, 2014 10:28 AM",Discount8July2014,83,47.90%,39.41%,35,0.00%,0.00%,0.00%,9.78%,0,12.00%,10,0.00%,0,Customer Rewards Program Member,0.75
"Wed, May 13, 2015 4:34 PM",AwarenessMay2015,4346,37.90%,39.41%,1345,39.50%,60.50%,3.40%,9.78%,46,18.20%,793,0.10%,5,Master,
"Wed, May 14, 2014 10:55 AM",Promotion3May2014,272,36.40%,39.41%,94,0.00%,0.00%,0.00%,9.78%,0,5.10%,14,0.00%,0,Customer Rewards Program Member,
"Wed, May 14, 2014 11:06 AM",Awareness2May2014,628,36.70%,39.41%,220,0.00%,0.00%,0.00%,9.78%,0,4.60%,29,0.20%,1,Target Demographic,
"Tue, May 3, 2016 10:27 AM",DiscountMay2016,238,49.80%,39.41%,117,53.10%,46.90%,0.00%,9.78%,0,1.30%,3,0.00%,0,Customer Rewards Program Member,0.75
"Wed, May 21, 2014 4:55 PM",Promotion4May2014,87,70.10%,39.41%,61,0.00%,0.00%,6.60%,9.78%,4,0.00%,0,0.00%,0,Customer Rewards Program Member,
"Wed, May 24, 2017 4:58 PM",Awareness2May2017,3835,19.50%,39.41%,660,50.30%,49.70%,5.50%,9.78%,36,11.60%,444,0.00%,0,Master,
"Wed, May 25, 2016 3:20 PM",Awareness2May2016,101,80.00%,39.41%,80,47.20%,52.80%,42.50%,9.78%,34,1.00%,1,0.00%,0,Target Demographic,
"Wed, May 27, 2015 10:07 PM",Promotion3May2015,79,75.90%,39.41%,60,25.00%,75.00%,50.00%,9.78%,30,0.00%,0,0.00%,0,Customer Rewards Program Member,
"Wed, May 27, 2015 10:08 PM",Awareness2May2015,85,81.70%,39.41%,67,15.40%,84.60%,26.90%,9.78%,18,3.50%,3,0.00%,0,Customer Rewards Program Member,
"Tue, Oct 10, 2017 1:07 PM",Discount3October2017,51,40.80%,39.41%,20,57.90%,42.10%,0.00%,9.78%,0,3.90%,2,0.00%,0,Customer Rewards Program Member,0.75
"Wed, Feb 10, 2016 5:28 PM",Discount2July2016,231,81.70%,39.41%,188,72.20%,27.80%,0.00%,9.78%,0,0.40%,1,0.00%,0,Customer Rewards Program Member,0.75
"Wed, Jul 15, 2015 3:23 PM",Discount1July2015,57,13.30%,39.41%,6,50.00%,50.00%,0.00%,9.78%,0,21.10%,12,1.80%,1,Customer Rewards Program Member,0.75
"Wed, May 28, 2014 5:30 PM",Promotion5May2014,1500,22.80%,39.41%,276,0.00%,0.00%,0.40%,9.78%,1,19.40%,291,0.10%,1,Master,
"Wed, May 28, 2014 5:36 PM",Awareness4May2014,23,100.00%,39.41%,11,0.00%,100.00%,0.00%,9.78%,0,52.20%,12,4.30%,1,Customer Rewards Program Member,
"Wed, Jul 27, 2016 5:02 PM",Discount3July2016,3836,26.90%,39.41%,931,56.10%,43.90%,0.00%,9.78%,0,9.60%,369,0.10%,4,Master,0.75
"Wed, May 31, 2017 5:09 PM",Promotion4May2017,3823,29.30%,39.41%,987,60.50%,39.50%,0.30%,9.78%,3,11.80%,450,0.00%,0,Master,
"Wed, May 31, 2017 8:20 PM",Awareness3May2017,139,72.50%,39.41%,100,59.50%,40.50%,39.00%,9.78%,39,0.70%,1,0.00%,0,Customer Rewards Program Member,
"Wed, May 4, 2016 4:48 PM",AwarenessMay2016,52,76.90%,39.41%,40,58.30%,41.70%,7.50%,9.78%,3,0.00%,0,0.00%,0,Customer Rewards Program Member,
"Wed, Jun 4, 2014 3:29 PM",Discount1June2014,294,53.30%,39.41%,155,0.00%,100.00%,0.00%,9.78%,0,1.00%,3,0.00%,0,Target Demographic,0.75
"Wed, May 7, 2014 10:51 AM",Awareness1May2014,4462,25.00%,39.41%,918,0.00%,100.00%,0.50%,9.78%,5,17.70%,791,0.10%,4,Master,
"Wed, May 11, 2016 4:56 PM",Discount3May2016,47,81.80%,39.41%,36,69.90%,30.10%,0.00%,9.78%,0,6.40%,3,0.00%,0,Customer Rewards Program Member,0.75
"Wed, May 27, 2015 3:28 PM",Discount4May2015,83,59.80%,39.41%,49,25.00%,75.00%,0.00%,9.78%,0,1.20%,1,0.00%,0,Customer Rewards Program Member,0.75
"Wed, Nov 2, 2016 3:51 PM",PromotionNovember2016,3812,24.10%,39.41%,820,58.60%,41.40%,8.70%,9.78%,71,10.60%,404,0.10%,3,Master,
"Wed, May 27, 2015 3:28 PM",Discount5May2015,79,59.50%,39.41%,47,33.30%,66.70%,0.00%,9.78%,0,0.00%,0,0.00%,0,Customer Rewards Program Member,0.3
"Wed, May 28, 2014 5:38 PM",Discount8May2014,295,82.30%,39.41%,163,0.00%,100.00%,0.00%,9.78%,0,32.90%,97,0.00%,0,Target Demographic,0.75
"Wed, Nov 4, 2015 9:59 AM",PromotionNovember2015,3905,28.90%,39.41%,1047,53.70%,46.30%,3.20%,9.78%,33,7.20%,280,0.10%,2,Master,
"Wed, Oct 18, 2017 11:44 AM",Promotion3October2017,149,78.90%,39.41%,116,54.60%,45.40%,79.30%,9.78%,92,1.30%,2,0.00%,0,Customer Rewards Program Member,
"Wed, Oct 25, 2017 8:27 PM",Promotion4October2017,239,66.10%,39.41%,156,56.50%,43.50%,30.10%,9.78%,47,1.30%,3,0.00%,0,Customer Rewards Program Member,
"Wed, Oct 4, 2017 11:12 AM",AwarenessOctober2017,4017,24.50%,39.41%,865,56.30%,43.70%,4.40%,9.78%,38,12.00%,482,0.00%,0,Master,
"Wed, Oct 4, 2017 11:15 AM",PromotionOctober2017,173,61.40%,39.41%,105,45.80%,54.20%,7.60%,9.78%,8,1.20%,2,0.00%,0,Target Demographic,
"Wed, Sep 10, 2014 6:02 PM",PromotionSeptember2014,3956,40.50%,39.41%,1294,27.30%,72.70%,0.00%,9.78%,0,19.20%,760,0.10%,5,Master,
"Wed, Sep 13, 2017 11:42 AM",Promotion2September2017,174,60.60%,39.41%,103,56.20%,43.80%,6.80%,9.78%,7,2.30%,4,0.00%,0,Target Demographic,
"Wed, Sep 24, 2014 1:32 PM",AwarenessSeptember2014,205,66.80%,39.41%,133,18.20%,81.80%,0.00%,9.78%,0,2.90%,6,0.00%,0,Customer Rewards Program Member,
"Wed, Sep 27, 2017 7:01 PM",Awareness3September2017,148,80.10%,39.41%,117,55.60%,44.40%,55.60%,9.78%,65,1.40%,2,0.00%,0,Customer Rewards Program Member,
"Wed, Sep 30, 2015 10:38 AM",AwarenessSeptember2015,11,27.30%,39.41%,3,50.00%,50.00%,0.00%,9.78%,0,0.00%,0,0.00%,0,Customer Rewards Program Member,
"Wed, Sep 6, 2017 8:58 AM",PromotionSeptember2017,214,70.80%,39.41%,150,57.60%,42.40%,76.70%,9.78%,115,0.90%,2,0.50%,1,Customer Rewards Program Member,
